wiki_text,groundtruth
"[ORG] is a neighborhood on Pittsburgh, Pennsylvania's North Side. Spring Hill was named for the abundance of springs near the site.[2]  According to a 1977 Neighborhood Atlas, ""Germans immigrated there from 1850 to 1920, giving the neighborhood a Bavarian atmosphere. Local street names include Rhine, Woessner, Haslage, Zoller and Goehring. In 1959 ACTION-Housing opened Spring Hill Gardens, a moderate rent, racially integrated, 209-unit apartment project at Buente and Rhine Streets. Spring Hill Gardens was Pittsburgh's first multi-family housing project backed by the Federal Housing Authority.""  [3] ",['Real Estate']
"[ORG] is an American cloud-based software company headquartered in San Francisco, California. It provides applications focused on sales, customer service, marketing automation, e-commerce, analytics, artificial intelligence, and application development.","['Services', 'Software']"
"[ORG] is a lighting and building management firm headquartered in Atlanta, Georgia, with operations throughout North America and in Europe and Asia. As of 2018[update] the company has approximately 13,000 employees and recorded net sales of $3.7 billion for the fiscal year.[4] In terms of market share, Acuity Brands is the largest lighting manufacturer in North America.[5] ",['Services']
"[ORG] is a German-born real estate developer and venture capitalist, noteworthy for his part in the redevelopment of South Beach, Miami, Florida. Thomas Kramer's development projects include the Apogee, the Portofino Tower, the Murano Grande, and the Yacht Club.[1] ",['Real Estate']
"[ORG] provides professional recruiting, staffing, consulting and business services to various industries in the United States, Canada, the United Kingdom, Europe, Australia and Asia.[3] For 2009, it ranked 839th on the Fortune 1000 Currently, ranked as a Fortune 500 as 441.[4] Formerly MPS Group Inc., its brands are a subsidiary of the Swiss firm Adecco Group. ",['Services']
"[ORG] is a company based in Reston, Virginia, that develops tools for scanning suspect computers and digital devices to locate and extract data, a process known as digital forensics.[1] Digital forensic tools scan mobile phones, computers and digital devices to collect intelligence or evidence of a crime to identify computers that contain content relevant to an investigation.  ",['Cybersecurity']
"[ORG] was an American automobile manufacturer from 1909 until 1925.  It was notable for its high-performance cars, especially the Type 35 Raceabout.[1] ",['Automotive']
"[ORG] is an American company that provides human resources, payroll, and employee benefits outsourcing services for small- to medium-sized businesses.[1] Founded in 1971 and headquartered in Rochester, New York, the company has more than 100 offices serving approximately 740,000 payroll clients in the U.S. and Europe.[1] Paychex is ranked 681st on the Fortune 500 list of largest corporations by revenue.[2]",['Services']
[ORG] is a leading innovator and key provider of metrology solutions for advanced process control in the semiconductor industry.,['Technological Hardware']
"[ORG] is a Belgian internet provider for educational institutions, research centres, scientific institutes and government services.[1][2] Since 1993, BELNET provides web services to higher education, federal departments and ministries and international organisations.[3] ",['ISP']
"AEP's utility units operate as AEP Ohio, AEP Texas, Appalachian Power (in Virginia, West Virginia, and Tennessee), Indiana Michigan Power, Kentucky Power, Public Service Company of Oklahoma, and Southwestern Electric Power Company (in Arkansas, Louisiana and east Texas). AEP's headquarters are in Columbus, Ohio. ",['Utilities']
"[ORG] is an multinational talent management firm headquartered in Hanover, Maryland, United States. As of 2018, it had US$13.4 billion in revenue, and 19,000 employees.[1][2] It ranks fourth in the world after Adecco, Randstad and ManpowerGroup. ",['Services']
"[ORG] is an insurance brokerage firm founded in 2011 by John Neace and Joe Lukens.[1] With headquarters in Louisville, Kentucky,[2] the company has more than 500 licensed agents and more than 850 employees[3] operating in 38 states and 2 countries.[4] ",['Finance']
"[ORG] is a global professional services firm, headquartered in New York City with businesses in insurance brokerage, risk management, reinsurance services, talent management, investment advisory, and management consulting.[3] Its four main operating companies are Marsh, Guy Carpenter, Mercer, and Oliver Wyman.[4] ","['Finance', 'Services']"
"[ORG] is a luxury hotel operator owned by the Brunei Investment Agency (BIA), an arm of the [ORG].  ",['Hotels & Food & Leisure']
"[ORG] is a public, global company based in the U.S. and focused on the distribution of bearings, power transmission products, engineered fluid power components and systems, specialty flow control products, and other industrial supplies. AIT provides engineering, design and system integration for industrial and fluid power applications, as well as customized mechanical, fabricated rubber, fluid power, and flow control shop services. ","['Capital Goods', 'Retail & Distribution']"
"In the late 20th century, further expansion of The ServiceMaster Company's Consumer Services business formed a network of service companies.[1] Headquartered in Memphis, Tennessee, this network included ServiceMaster Clean, Terminix, TruGreen, Merry Maids, Furniture Medic and AmeriSpec. ",['Services']
[ORG] is a listed Thai residential property development and retail company specializing in high-end residential real estate and gourmet retail.[1] ,"['Real Estate', 'Retail & Distribution']"
"[ORG] is an Israeli cyber-intelligence firm primarily known for its proprietary spyware Pegasus, which is capable of remote zero-click surveillance of smartphones.[3] It employed almost 500 people as of 2017.[2][4][5] ",['Cybersecurity']
"[ORG] is an American hotel company founded in 1937 and based in Newton, Massachusetts.[2] Sonesta's largest hotels are in Los Angeles, Houston, Chicago and New Orleans.[3] Its brands include Royal Sonesta, Sonesta, Sonesta Select, Sonesta Simply Suites, Sonesta Essential, Sonesta ES Suites, Sonesta Posada del Inca, Sonesta Cruise Collection, America's Best Value Inn, Canada's Best Value Inn, GuestHouse Extended Stay, Hotel RL, Knights Inn, Red Lion Hotels and Signature Inn.[4] ",['Hotels & Food & Leisure']
"[ORG] is a leading UK-based importer, exporter, wholesaler, distributor and global supplier of high quality Shellac, Waxes, Natural Gums, Resins, Menthol Crystals and Zein. We are ISO 9001:2015 certified and through our exclusive joint partnership in India manufacture food and pharmaceutical grade Dewaxed Shellac flakes and Dewaxed Bleached Shellac powder under our SWANLAC? trademark and AFS brand name. We have developed a food grade Aqueous Shellac Solution for coating nutritional supplements, which is also suitable for other applications like edible films and printing inks. Alcoholic Shellac Ester Solutions can also be manufactured on request. Our range of industrial and technical grade Dewaxed Shellac flakes and Wax-Containing Shellac flakes include platina, super-blonde, blonde, TN type, lemon, orange and garnet grades. As members of Sedex, our natural products are sourced responsibly in line with ethical and environmentally friendly principles and fulfil a wide variety of applications for customers operating across an extensive range of industries. We regularly import to our UK warehouse for local retail and wholesale distribution, and export to customers in Europe, North America and many other regions internationally.",['Retail & Distribution']
"[ORG] was a voice biometrics technology company, headquartered in Madrid, Spain. Biometric authentication uses unique biological characteristics to verify an individual’s identity. It’s harder to spoof and considered more convenient for some users since they do not have to remember passwords or worry about passwords being stolen. Agnitio provides voice biometrics services for homeland security and corporate clients. ",['Software']
"[ORG] was founded in Chicago in 1864 by Richard Robert Donnelley. His son, Reuben H. Donnelley, founded the otherwise unrelated company formerly known as R. H. Donnelley.[5] R.R. Donnelley is an American integrated communications company that provides marketing and business communications, commercial printing, and related services.[2] Its corporate headquarters are located in Chicago, Illinois, United States. In 2007, R.R. Donnelley was the world's largest commercial printer.[3] In 2021, it was referred to as North America's largest.[4] ",['Services']
[ORG] is a dynamic company in the field of selling computer hardware and consumables.,['Retail & Distribution']
"[ORG] is a major multi-project urban development part of Haeundae-gu, Busan, South Korea. It is also one of CBDs in Busan Metropolitan City. This site is at the westernmost area of Haeundae-gu in U-1-dong, Jae-song-dong. The site was originally the place of Suyeong Airport, the former airport of Busan. Centum City can be accessed by  Busan Metro Line 2 at Centum City Station.[1] ",['Real Estate']
"[ORG] was a project, started in 1997 by the companies Spacehab and Airbus DS Space Systems (formerly Astrium North America),[1] to develop a family of flight proven and certified cross-the-bay cargo carriers designed to fly inside the Space Shuttle cargo bay, installed either horizontally or vertically, and able to carry up to 8000?lbs. of unpressurized cargo into orbit. Airbus owns the ICC fleet of carriers. ",['Capital Goods']
"[ORG] is an American-based designer and manufacturer of electric, electro-hydraulic and hydraulic motion, controls and systems for applications in aerospace, defense, industrial and medical devices. The company operates under four segments: aircraft controls, space and defense controls, industrial controls, and components. Moog is headquartered in Elma, New York, and has sales, engineering, and manufacturing facilities in twenty-six countries.[2] ","['Defense Manufacturer', 'Capital Goods']"
"[ORG] is an international residential real-estate company registered in Sweden. Akelius Residential Property owns nineteen thousand rental apartments in New York, Boston, Washington D.C., Austin, Toronto, Montreal, Ottawa, Quebec City, Paris, and London.  ",['Real Estate']
[ORG] is an Austrian transport and logistics company with headquarters in Wiener Neudorf and a branch in Kufstein.,['Transportation']
"[ORG] is a French multinational company that designs, develops and manufactures electrical systems as well as devices and equipment for the aerospace, defence, transportation and security sectors. The company is headquartered in Paris' business district, La Défense,[4] and its stock is listed on the Euronext Paris. ","['Defense Manufacturer', 'Capital Goods']"
"Construction resumed in 2013 after a sixteen year hiatus, when property developer PT. Alam Sutera Realty Tbk (ASR) agreed to financing the construction of the statue and the project.[7] The idea for the monument was not without controversy; religious authorities on the island complained that its massive size might disrupt the spiritual balance of the island, and that its commercial nature was inappropriate, but some groups agreed with the project as it would attract tourism.[8] ",['Real Estate']
"[ORG] was owned by Hornblower Cruises & Events of San Francisco, which acquired Entertainment Cruises in 2019. [ 8][ 9] Fire and loss. On 7 June 2022, Spirit of Norfolk was conducting a harbor tour for elementary students off Naval Station Norfolk.",['Hotels & Food & Leisure']
[ORG] is a publisher of customer acquisition solutions based on performance across all sectors of activity. Cardata has developed specific expertise in the Automotive and Consumer sectors and solidifies its expertise with a range of 10 dedicated brands and sites.,['Services']
"[ORG] is an American cybersecurity company based in Eden Prairie, Minnesota.[1][2] The company was founded as Help/38 in 1982, rebranded as HelpSystems in 1988, and became Fortra in 2022. Fortra is owned by private equity firms TA Associates, Harvest Partners, Charlesbank Capital Partners, and HGGC. ",['Cybersecurity']
"[ORG] was a laboratory supply and biotechnology company that provided products and services to the global scientific research and clinical laboratory markets until its merger with Thermo Electron in 2006, after which it became Thermo Fisher Scientific. The company offered products and services to over 350,000 customers located in approximately 150 countries including pharmaceutical and biotechnology companies, secondary and higher education institutions, hospitals and medical research institutions, and quality control, process control and research and development laboratories. ","['Medical', 'Research']"
"[ORG] was an independent power producer based in California, United States. It was owned by Edison International. On December 17, 2012, EME filed for Chapter 11 Bankruptcy with a proposal to transfer control of the company to holders of $3.7 billion in unsecured bonds.[1][2] The reorganization plan was approved in March 2014 by the U.S. Bankruptcy Court. Under the reorganization plan, Edison Mission Energy would have remained a subsidiary of Edison International, but a new trust, under the control of the former bond-holders, would contain almost all of the former assets and liabilities of EME.[3] ",['Utilities']
"FCA US, LLC, doing business as Stellantis North America and known historically as Chrysler (/?kra?sl?r/ KRY-sl?r),[2][3] is one of the ""Big Three"" automobile manufacturers in the United States, headquartered in Auburn Hills, Michigan. It is the American subsidiary of the multinational automotive company Stellantis. Stellantis North America sells vehicles worldwide under the Chrysler, Dodge, Jeep, and Ram Trucks nameplates. It also includes Mopar, its automotive parts and accessories division, and SRT, its performance automobile division. The division also distributes Alfa Romeo, Fiat, and Maserati vehicles in North America. ",['Automotive']
"[ORG] are people who are hired to promote a brand, product, or service. They are generally hired by event marketing agencies, staffing agencies, and companies choosing to promote their products, services, and brands through the use of live events, mobile tours, and guerrilla marketing instead of television, radio, and print advertising. ",['Services']
"[ORG] is an American company based in Texas which provides risk management and asset protection software and services to the automotive industry and property insurance marketplace.[1][2] Solera also provides digital identity management services, as well as re-underwriting and data analytics for the automotive, property and casualty insurance industries.[2][3] Solera is active in 88 countries across six continents.[2]",['Services']
"[ORG] is an American manufacturer of ambulances, buses, commercial vehicle, firefighting vehicles, recreational vehicles and other specialty vehicles, as well as aftermarket parts and services. It provides vehicles and services for public fire departments and emergency services, as well as commercial infrastructure and leisure vehicles for consumers. ",['Automotive']
"[ORG] is an American moving company founded in 1928 as a cooperative non-profit organization owned by its member agents on the east coast of the United States, to help with organizing return loads and minimizing dead-heading (i.e. operating trucks without shipments loaded on them). In 1968 it was reorganized as a standard public company, with shares. In 1999 it merged with its larger competitor, North American Van Lines, and the combined entity then came under the holding company Allied Worldwide. In 2002, Allied Worldwide was renamed SIRVA. ",['Transportation']
"[ORG] is a large American water technology provider, in public utility, residential, commercial, agricultural and industrial settings. The company does business in more than 150 countries. Launched in 2011 as the [ORG], Xylem is headquartered in Washington, DC, with 2018 revenues of $5.2 billion and 17,000 employees worldwide.[2][3] ",['Utilities']
"[ORG] is the national trade association representing more than 6,400 title insurance companies, title and settlement agents, independent abstracters, title searchers and real estate attorneys. ALTA's headquarters is in Washington, DC.  ALTA founded the Coalition to Stop Real Estate Wire Fraud in 2019.[1] ",['Finance']
"[ORG] is the trading entity of Aman Group Sarl, a Swiss-headquartered multinational hospitality company. Founded by Indonesian hotelier Adrian Zecha in 1988, the company operates 35 properties in 20 countries. Vladislav Doronin is the chief executive officer, chairman, and owner.[1] ",['Hotels & Food & Leisure']
"[ORG] is a transportation services company headquartered in Bloomfield Hills, Michigan. It operates automotive and commercial truck dealers principally in the United States, Canada, and Western Europe, and distributes commercial vehicles, engines, power systems, and related parts and services principally in Australia and New Zealand. Additionally, PAG owns 28.9% of Penske Transportation Solutions, a business that manages a fleet of over 400,000 trucks, tractors, and trailers. PAG is a member of the Fortune 500, Russell 1000, and Russell 3000 indexes.[1] ",['Transportation']
"[ORG] is an Italian multinational energy company headquartered in Rome. It is considered one of the ""supermajor"" oil companies in the world, with a market capitalization of €50 billion, as of 31 December 2023.  The Italian government owns a 30.5% golden share in the … See more",['Fossil Energy']
"[ORG] is an American health insurance provider. Prior to June 2022, Elevance Health was named Anthem, Inc.  The company's services include medical, pharmaceutical, dental, behavioral health, long-term care, and disability plans through affiliated companies such as Anthem Blue Cross and Blue Shield, … See more",['Finance']
"[ORG] is a group of museums, education and research centers, the largest such complex in the world, created by the U.S. government ""for the increase and diffusion of knowledge.""    Founded on August 10, 1846, it operates as a trust instrumentality  and is not formally a part of any of the three branches of the federal go… See more","['Education', 'Research']"
"[ORG] is an American clinical laboratory. A Fortune 500 company, Quest operates in the United States, Puerto Rico, Mexico, and Brazil.  Quest also maintains collaborative agreements with various hospitals and clinics across the globe.   As of 2020, the company had approximately 48,000 … See more",['Medical']
"[ORG] is part of Minor Hotels, an international hotel owner, operator, and investor headquartered in Bangkok, Thailand, with more than 550 hotels in over 55 countries across Asia-Pacific, the Middle East, Africa, …",['Hotels & Food & Leisure']
"[ORG] is an American multinational hospitality company headquartered in the Riverside Plaza area of Chicago that manages and franchises luxury and business hotels, resorts, and vacation properties. Hyatt Hotels & Resorts is one … See more",['Hotels & Food & Leisure']
"[ORG] is a Singaporean multinational hospitality brand that was established in 1994.It manages and develops resorts, hotels and spas in Asia, America, Africa and the Middle East  The group comprises 12 global brands, including the flagship … See more",['Hotels & Food & Leisure']
"[ORG] is an American multinational medical devices and health care company with headquarters in Green Oaks, Illinois, United States. The company was founded by Chicago physician Wallace Calvin Abbott in 1888 to formulate known drugs; today, it sells medical devices, diagnostics, branded … See more",['Medical']
"[ORG] is an American software company that provides open source software products to enterprises  and is a subsidiary of IBM. Founded in 1993, Red Hat has its corporate headquarters in Raleigh-Durham, North Carolina, with other offices worldwide.  Red Hat has become … See more",['Software']
"[ORG] is a Chinese state-owned automobile manufacturer headquartered in Anting, Shanghai. Founded in 1955,  it is currently the largest of the ""Big Four"" state-owned car manufacturers of China ahead of FAW Group, Dongfeng Motor … See more",['Automotive']
"[ORG] (short for Systems and Services Company) [ORG] involved in marketing and distributing food products, smallwares, kitchen equipment and tabletop items to restaurants, healthcare and educational facilities, hospitality businesses like hotels and inns, … See more",['Retail & Distribution']
"[ORG] is an American multinational manufacturer and marketer of branded processed consumer foods sold through retail stores. Founded on the banks of the Mississippi River at Saint Anthony Falls in Minneapolis, the company originally gained fame for being a large flour miller. Today, the … See more",['Retail & Distribution']
"[ORG] is a pure-play public timeshare company. Formerly a division of Marriott International, Marriott Vacations Worldwide was established as a separate, publicly traded entity focusing primarily on …",['Hotels & Food & Leisure']
"[ORG] is an American aerospace, defense, electronics, [ORG]  that specializes in aircraft modification, [ORG] contracts with the United States Armed Forces, NASA, and private … See more","['Defense Manufacturer', 'Capital Goods']"
"[ORG] is a public research university located primarily in Brisbane, the capital city of the Australian state of Queensland. Founded in 1909 by the Queensland parliament, UQ is one of the six sandstone universities, an informal designation of the oldest … See more",['Education']
"[ORG] is an American enterprise information management services company founded in 1951 and headquartered in Boston, Massachusetts. Its records management, information destruction, and data backup and recovery services are supplied to more than 220,000 customers  in 58 countries … See more",['Services']
"[ORG] is a residential real estate brokerage company in the United States of America. A subsidiary of Anywhere Real Estate, Inc. (formerly Realogy Holdings Corp.), its headquarters are located in Madison, New Jersey. [1]",['Real Estate']
"[ORG] is the infrastructure and services company of the City of Cologne.  The company undertakes water supply and electrical, gas, heat and steam energy supply through the subsidiary RheinEnergie.  Other subsidiaries provide waste management and housing services for the city, in addition to … See more",['Utilities']
"[ORG] is a British[5] aerospace, defence and nuclear engineering services company based in London, England. It specialises in managing complex assets and infrastructure. Although the company has civil contracts, its main business is with public bodies, particularly the United Kingdom's [ORG]. The company has four operating sectors, with overseas operations based in Africa, North America, South America, Europe and Australia.",['Defense Manufacturer']
"[ORG] is a German multinational chemical and consumer goods company headquartered in Düsseldorf, Germany.  Founded in 1876, the DAX company is organized into two globally operating business units (Consumer Brands, Adhesive Technologies) and is known … See more",['Fundamental Materials']
"[ORG] is a Canadian software company specializing in cybersecurity. Founded in 1984, it developed the BlackBerry brand of interactive pagers, smartphones, and tablets. The company transitioned to providing software and services and holds critical software application patents.  Initially leading the … See more",['Cybersecurity']
"Atlantis The Palm, opened on 24 September 2008 as [ORG] and Istithmar World. In April 2012, Istithmar World acquired Kerzner's 50-percent stake in the property for US$250 million. The property continues to be managed by Kerzner International Resorts. The Conceptual Design Architects were Northpoint-South Africa. The architect of record was design firm Wimberly, Allison, Tong and Goo (WATG) a…",['Hotels & Food & Leisure']
[ORG] is a Japanese manufacturer of power transmission and roller chain products. It was founded in Osaka in 1917 as a bicycle chain manufacturer. Later it became the first roller chain manufacturer in Japan approved by … See more,['Capital Goods']
"[ORG] is a global real estate services company, founded in the United Kingdom with offices in 80 countries. The company also provides investment management services worldwide, including services to institutional and retail investors, and to high-net-worth individuals,[2] as well as technology products through JLL Technologies, and venture capital investments via its PropTech fund, JLL Spark. The company is ranked 193 on the Fortune 500.[3]",['Real Estate']
"[ORG] is an American multinational hospitality group headquartered in Mill Valley, California and Bethesda, Maryland. Founded in 1981 as Auberge du Soleil, the group currently operates 27 hotels and resorts (2023) in the United States, Mexico and Europe.   As of 2023, the group employed over 1,000 people worldwide with an annual re…",['Hotels & Food & Leisure']
"[ORG] is an American multinational company that operates, franchises, and licenses lodging brands that include hotel, residential, and timeshare properties.[1][2] Marriott International owns over 36 hotel and timeshare brands with 9,000 locations and 1,597,380 rooms across its network (as of 2023).[3] Marriott International is headquartered in Bethesda, Maryland. The company is the successor [ORG], founded by J. Willard Marriott (1900–1985) and his wife Alice Marriott (1907–2000).",['Hotels & Food & Leisure']
"[ORG] is an American identity and access management company based in San Francisco.  It provides cloud software that helps companies manage and secure user authentication into applications, and for developers to build identity controls into applications, website, web services, and … See more",['Software']
"[ORG] is a multinational software company co-headquartered in Tempe, Arizona and Prague, Czech Republic. The company provides cybersecurity software and services. Gen is a Fortune 500 company and a member of the S&P 500 stock … See more",['Cybersecurity']
"WEBEDO (UK) Ltd includes EDO MBM Technology Ltd in Brighton UK, and designs, develops and manufactures weapon interfacing (carriage and release) systems, cable assemblies and electrodynamic products for the aerospace and defense industries.",['Defense Manufacturer']
"WEBWhen The Public reopened in 2012 after the renovation, the [ORG] - Kevin Abbott, Serge Becker, Josh Pickard and Paul Salmon - was joined by the Noho Hospitality Group, the restaurant …",['Hotels & Food & Leisure']
"[ORG] was founded in 2003 by Dean Drako (founding CEO), Michael Perone, and Zach Levow; the company introduced the Barracuda Spam and Virus Firewall in the same year.  In 2007 the company moved its headquarters to Campbell, California,  and opened an office in Ann Arbor, Michigan.   In … See more",['Cybersecurity']
? Six Continents Hotels at the Wayback Machine (archive index) See more,['Hotels & Food & Leisure']
"[ORG] is a Malaysian publicly traded company whose primary business is in property development. It is the largest such company, by sales, in Malaysia.  Its other businesses include construction, infrastructure, wood-based … See more",['Real Estate']
"[ORG] was the largest corporate credit union in the United States. Unlike consumer driven credit unions (referred to as ""natural person"" credit unions in the industry), U.S. Central provided its services only to other corporate credit unions, in effect acting as the ""corporate credit union's credit union"". The orga…",['Finance']
"[ORG] is a National Cancer Institute (NCI)-designated Comprehensive Cancer Center located in the Hillman Cancer Center in the Shadyside neighborhood of Pittsburgh, adjacent to UPMC Shadyside.","['Medical', 'Research']"
"[ORG] is an American nationwide automotive dealership group headquartered in Medford, Oregon. [ 7] It is the third largest new vehicle automotive dealership group in the United States, below AutoNation and Penske Automotive Group. [ 8] As of May, 2024, Lithia operates 298 stores in the United States, 14 stores in Canada ...",['Automotive']
"[ORG] is a Japanese company that is traded on the Tokyo Stock Exchange. It has a diverse portfolio, with main assets in the real estate sector spanning the globe from Myanmar to the United States, including Hollywood and Los Angeles projects.",['Real Estate']
"[ORG] is a German multinational automotive parts manufacturing company that specializes in tires, brake systems vehicle electronics, automotive safety, powertrain, chassis components, tachographs, and other parts for the automotive and transportation industries.",['Automotive']
"[ORG] (previously named Daimler-Benz, DaimlerChrysler and Daimler) [ORG] headquartered in Stuttgart, Baden-Württemberg, Germany. It is one of the world's leading car manufacturers.",['Automotive']
"[ORG] is a management and investment company whose major business is power generation and distribution, with strategic initiatives in manufacturing and property development. FPH is a member of the Lopez Group of Companies .",['Utilities']
"[ORG] is an American enterprise cybersecurity company based in Sunnyvale, California that provides software as a service and products for email security, identity threat defense, data loss prevention, electronic discovery, and email archiving.",['Cybersecurity']
"[ORG] is an American privately held company that operates in the prepaid, gift card and payments industries. It sells branded physical and digital gifts, phones, prepaid debit, and incentives cards online and through a network of global retailers. [ 2]",['Finance']
"[ORG] is a cloud computing provider that serves the social good community—nonprofits, foundations, corporations, education institutions, healthcare organizations, religious organizations, and individual change agents.",['Internet Infrastructure']
"[ORG] is an American multinational automobile manufacturer headquartered in Dearborn, Michigan, United States. [ORG] on June 16, 1903. The company sells automobiles and commercial vehicles under the Ford brand, and luxury cars under its Lincoln brand.",['Automotive']
[ORG] is an international bank based in Belgium and a subsidiary of French banking group BNP Paribas. The bank was created in May 2009 after BNP Paribas acquired 75% of the Belgian Fortis Bank from the Federal Participation and Investment Company.,['Finance']
"[ORG] is an American manufacturing company based in North Andover, Massachusetts, that makes valve products for plumbing and heating, such as water pressure regulators and other valves.[1] Watts is one of the largest manufacturers of water valves in the United States.",['Capital Goods']
"[ORG] is an American multinational company with subsidiaries that manufacture and market specialty coatings, sealants and building materials. Industrial brands include Tremco, Carboline, Universal Sealants, Stonhard, RPM/Belgium, Euco, Day-Glo and Dryvit. RPM's consumer products are used by professionals and DIY-ers for home maintenance and improvement and by hobbyists. Consumer brands include Zinsser, Rust-Oleum, DAP, Varathane, Mean Green, Krud Kutter, Concrobium, Moldex and Testors.[3][1]",['Fundamental Materials']
[ORG] is one of the UK's largest property development and investment companies. It converted to a listed Real Estate Investment Trust (REIT) when the scheme was introduced in the UK in 2007.,['Real Estate']
"[ORG] was reopened on January 9, 2015, by Chef Jose Garces and the Garces Group. [8] Renamed the Olde Bar, the restaurant was transformed into a mix of seafood saloon and private catering space.",['Hotels & Food & Leisure']
"WEBFounded in 1861, the [ORG]. The university has a 703-acre (284 ha) main campus located in the city's University District. It also has satellite campuses in …",['Education']
"Many Burp plugins have also been created by Portswigger employees as a means of developing proof-of-concepts for research conducted by the company. [37] Examples of these include extensions created by James Kettle, Portswigger's Director of Research, [38] including Backslash Powered Scanner, [39] [40] Param Miner, [41] [42] and HTTP ...",['Cybersecurity']
"[ORG] is a global entertainment company based in London, England, which operates a number of theme parks and other visitor attractions. It was listed on the London Stock Exchange until November 2019, when it was acquired by a consortium that includes Kirkbi A/S (the investment arm of the Kristiansen family, which controls The Lego Group).",['Hotels & Food & Leisure']
"[ORG] is an American real estate agent franchise company founded in 1971. The system consists of approximately 14,000 independently owned and operated franchised broker offices in 86 countries and territories worldwide with over 147,000 sales professionals. [ 2]",['Real Estate']
[ORG] is a major British property development and investment company. The firm switched to real estate investment trust (REIT) status when they were introduced in the United Kingdom in January 2007.,['Real Estate']
"[ORG] is an American multinational cybersecurity company with headquarters in Santa Clara, California. The core product is a platform that includes advanced firewalls and cloud-based offerings that extend those firewalls to cover other aspects of security.",['Cybersecurity']
"[ORG] is the founder of Aimco, the chairman and chief executive officer of Apartment Income REIT, and a former Republican politician. [1] Biography. Early …",['Real Estate']
"2degrees?is a New Zealand full service?telecommunications provider. It's the third-largest wireless carrier in New Zealand, with 1.3 million subscribers as of July 2015. Since launching its?mobile network, 2degrees broke up the New Zealand mobile duopoly halving the price of Prepay overnight. 2degrees offers services across mobile, broadband, business and power.",['ISP']
[ORG] is a major real estate developer in Japan. Mitsui Fudosan is one of the core companies of Mitsui Group. Ver mais",['Real Estate']
"[ORG] is an American technology company, defense contractor, and information technology services provider that produces command and control systems and products, wireless equipment, tactical radios, avionics and electronic systems, night vision equipment, and both terrestrial and spaceborne antennas for use in the ...","['Technological Hardware', 'Defense Manufacturer']"
"[ORG] is an Indian technology company, headquartered in Navi Mumbai, India. Founded in 1993, it provides a comprehensive range of IT services, including digital transformation, cloud services, cybersecurity, and application development, across various industries such as BFSI (Banking, Financial Services, and Insurance), healthcare, government, Telecommunications, and education.",['IT Services']
"[ORG] is mandated to provide electricity to all rural areas of the Philippines by 2025 (known as ""missionary … Ver mais",['Utilities']
"The German Aerospace Center (German: Deutsches Zentrum für Luft- und Raumfahrt e.V., abbreviated DLR, literally German Center for Air- and Space-flight) is the national center for aerospace, energy and transportation research of Germany, founded in 1969. It is headquartered in Cologne with 35 locations throughout … See more",['Research']
"[ORG] operates 42 ski resorts in the United States, Canada, Australia and Switzerland including, notably, the Vail, Beaver Creek, Breckenridge, Keystone, and Crested Butte ski areas in Colorado, and Northstar California, Kirkwood Mountain Resort, and Heavenly Mountain Resort on the California-Nevada … Ver mais",['Hotels & Food & Leisure']
"[ORG] is a floral wire service, retailer, and wholesaler based in Downers Grove, Illinois, in the United States.  FTD was founded as Florists' Telegraph Delivery in 1910, to help customers send flowers remotely on the same day by using florists in the FTD network who are near the intended recipient. It wa… Ver mais",['Retail & Distribution']
"[ORG] was founded in 1949 in Minneapolis by Earl Bakken and his brother-in-law, Palmer Hermundslie, as a medical equipment repair shop.  Bakken invented several medical technology devices that continue to be used around the world today.   Through his repair business, Bakken came to know C. Walton … Ver mais",['Medical']
"[ORG]  is a Canadian-American multinational information conglomerate.  The company was founded in Toronto, Ontario, Canada and maintains its headquarters at 19 Duncan Street there.   [ORG]'s purchase of the British company Reuters … Ver mais",['Services']
"[ORG]  is a Spanish multinational conglomerate dedicated to the development and management of infrastructure (construction, water, industrial and services) and renewable energy. The company, via subsidiary Acciona Energía, produces 21 terawatt-hours of renewable electricity a year.   The company was … Ver mais",['Utilities']
"[ORG] is a private-sector American media company that provides commercial weather forecasting services worldwide.  AccuWeather was founded in 1962 by Joel N. Myers, then a Pennsylvania State University graduate student working on a master's degree in meteorology. His first customer was a gas … Ver mais",['Media']
"[ORG] is a Swiss cybersecurity and data protection technology company with its corporate headquarters in Schaffhausen, Switzerland and global headquarters in Singapore. Acronis develops on-premises and cloud software which integrate cybersecurity, … See more",['Cybersecurity']
"The Government of the Australian Capital Territory, also referred to as the Australian Capital Territory Government or ACT Government, is the executive branch of the Australian Capital Territory, one of the territories of Australia. The leader of the party or coalition with the confidence of the Australian Capital … See more",['Government']
"[ORG] is a public research university and member of the Group of Eight, located in Canberra, the capital of Australia. Its main campus in Acton encompasses seven teaching and research colleges, in addition to several national academies and institutes.   Established in 1946, ANU is … See more","['Education', 'Research']"
"[ORG] is the local authority for Dundee City, one of the 32 council areas of Scotland. In its modern form it was created in 1996. [ORG] from when it was made a burgh in the late twelfth century until 1975. Between 1975 and 1996 the city was governed by City … See more",['Government']
"[ORG] was founded in 2003 by Dean Drako (founding CEO), Michael Perone, and Zach Levow; the company introduced the Barracuda Spam and Virus Firewall in the same year.  In 2007 the company moved its headquarters to Campbell, California,  and opened an office in Ann Arbor, Michigan.   In … See more",['Cybersecurity']
